,Char 2 ID,Char 1 ID,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
788,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,6,6,5.0
788,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,7,7,5.0
788,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,5.0
788,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,5.0
789,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,6,6,768.0
789,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,7,7,768.0
789,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,8,8,768.0
789,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],37,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,9,9,768.0
790,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,6,6,1078.0
790,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,7,7,1078.0
790,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,8,8,1078.0
790,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,9,9,1078.0
791,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Joseph Harp,0,The Plague of Doves,6,6,315.0
791,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Joseph Harp,0,The Plague of Doves,7,7,315.0
791,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Joseph Harp,0,The Plague of Doves,8,8,315.0
791,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],38,Exchange,Evelina Harp,Joseph Harp,0,The Plague of Doves,9,9,315.0
792,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,6,6,1209.0
792,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,7,7,1209.0
792,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,8,8,1209.0
792,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,9,9,1209.0
793,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,6,6,446.0
793,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,7,7,446.0
793,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,446.0
793,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],39,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,446.0
794,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],40,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,6,6,447.0
794,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],40,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,7,7,447.0
794,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],40,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,8,8,447.0
795,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],40,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,6,6,1210.0
795,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],40,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,7,7,1210.0
795,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],40,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,8,8,1210.0
796,16.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],41,Exchange,Evelina Harp,Clemence Harp,0,The Plague of Doves,7,7,1147.0
797,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],41,Exchange,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,7,7,384.0
798,9.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],42,Exchange,Evelina Harp,Severine Milk,0,The Plague of Doves,7,7,309.0
799,13.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],42,Exchange,Evelina Harp,Severine Milk's Parishioners,0,The Plague of Doves,7,7,1072.0
800,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],43,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,5,5,6.0
801,13.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],43,Knows of,Evelina Harp,Severine Milk's Parishioners,0,The Plague of Doves,5,5,769.0
802,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],44,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,7,7,7.0
802,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],44,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,7.0
803,13.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],44,Knows of,Evelina Harp,Severine Milk's Parishioners,0,The Plague of Doves,7,7,770.0
803,13.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],44,Knows of,Evelina Harp,Severine Milk's Parishioners,0,The Plague of Doves,8,8,770.0
804,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],45,Knows,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,7,7,316.0
804,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],45,Knows,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,8,8,316.0
805,13.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],45,Knows,Evelina Harp,Severine Milk's Parishioners,0,The Plague of Doves,7,7,1079.0
805,13.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],45,Knows,Evelina Harp,Severine Milk's Parishioners,0,The Plague of Doves,8,8,1079.0
806,16.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],46,Knows,Evelina Harp,Clemence Harp,0,The Plague of Doves,8,8,385.0
807,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],46,Knows,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,8,8,1148.0
808,16.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],47,Knows,Evelina Harp,Clemence Harp,0,The Plague of Doves,8,8,386.0
809,17.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],47,Knows,Evelina Harp,Joseph Harp,0,The Plague of Doves,8,8,1149.0
810,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],48,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,8,8,448.0
810,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],48,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,9,9,448.0
811,16.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],48,Knows,Evelina Harp,Clemence Harp,0,The Plague of Doves,8,8,1211.0
811,16.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],48,Knows,Evelina Harp,Clemence Harp,0,The Plague of Doves,9,9,1211.0
812,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],49,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,8,8,449.0
813,15.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],49,Knows,Evelina Harp,Seraph Milk (Mooshum),0,The Plague of Doves,8,8,1212.0
814,19.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],50,Exchange,Evelina Harp,Geraldine Milk,0,The Plague of Doves,9,9,465.0
815,22.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],50,Exchange,Evelina Harp,"""[Y]oung man on a passenger train""",0,The Plague of Doves,9,9,1228.0
816,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],51,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,8.0
816,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],51,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,8.0
817,19.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],51,Knows,Evelina Harp,Geraldine Milk,0,The Plague of Doves,8,8,771.0
817,19.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],51,Knows,Evelina Harp,Geraldine Milk,0,The Plague of Doves,9,9,771.0
818,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],52,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,772.0
819,22.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],52,Knows of,Evelina Harp,"""[Y]oung man on a passenger train""",0,The Plague of Doves,9,9,9.0
820,20.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],53,Exchange,Evelina Harp,Uncle Whitey,0,The Plague of Doves,9,9,1230.0
821,21.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],53,Exchange,Evelina Harp,"""Haskell Indian Princess""",0,The Plague of Doves,9,9,467.0
822,16.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],54,Knows,Evelina Harp,Clemence Harp,0,The Plague of Doves,9,9,387.0
823,19.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],54,Knows,Evelina Harp,Geraldine Milk,0,The Plague of Doves,9,9,1150.0
824,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],55,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,773.0
824,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],55,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,773.0
825,20.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],55,Knows,Evelina Harp,Uncle Whitey,0,The Plague of Doves,8,8,10.0
825,20.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],55,Knows,Evelina Harp,Uncle Whitey,0,The Plague of Doves,9,9,10.0
826,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],56,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,774.0
827,21.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],56,Knows of,Evelina Harp,"""Haskell Indian Princess""",0,The Plague of Doves,9,9,11.0
828,20.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],57,Exchange,Evelina Harp,Uncle Whitey,0,The Plague of Doves,9,9,468.0
829,23.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],57,Exchange,Evelina Harp,"""[S]mall town stripper""",0,The Plague of Doves,9,9,1231.0
830,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],58,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,12.0
831,23.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],58,Knows of,Evelina Harp,"""[S]mall town stripper""",0,The Plague of Doves,9,9,775.0
832,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],59,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,9,9,450.0
833,26.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],59,Knows,Evelina Harp,John Wildestrand,0,The Plague of Doves,9,9,1213.0
834,26.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],60,Exchange,Evelina Harp,John Wildestrand,0,The Plague of Doves,9,9,469.0
835,27.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],60,Exchange,Evelina Harp,Neve Harp,0,The Plague of Doves,9,9,1232.0
836,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],61,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,9,9,451.0
837,27.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],61,Knows,Evelina Harp,Neve Harp,0,The Plague of Doves,9,9,1214.0
838,26.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],62,Exchange,Evelina Harp,John Wildestrand,0,The Plague of Doves,9,9,1233.0
839,28.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],62,Exchange,Evelina Harp,Maggie Peace,0,The Plague of Doves,9,9,470.0
840,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],63,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,776.0
840,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],63,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,776.0
841,26.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],63,Knows of,Evelina Harp,John Wildestrand,0,The Plague of Doves,8,8,13.0
841,26.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],63,Knows of,Evelina Harp,John Wildestrand,0,The Plague of Doves,9,9,13.0
842,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],64,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,777.0
842,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],64,Knows,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,777.0
843,27.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],64,Knows,Evelina Harp,Neve Harp,0,The Plague of Doves,8,8,14.0
843,27.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],64,Knows,Evelina Harp,Neve Harp,0,The Plague of Doves,9,9,14.0
844,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],65,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,778.0
845,28.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],65,Knows of,Evelina Harp,Maggie Peace,0,The Plague of Doves,9,9,15.0
846,29.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],66,Knows,Evelina Harp,Octave Harp,0,The Plague of Doves,9,9,475.0
847,30.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],66,Knows,Evelina Harp,Woman (Octave drowned himself over),0,The Plague of Doves,9,9,1238.0
848,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],67,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,8,8,779.0
848,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],67,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,779.0
849,29.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],67,Knows of,Evelina Harp,Octave Harp,0,The Plague of Doves,8,8,16.0
849,29.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],67,Knows of,Evelina Harp,Octave Harp,0,The Plague of Doves,9,9,16.0
850,3.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],68,Knows of,Evelina Harp,Evelina Harp,0,The Plague of Doves,9,9,780.0
851,30.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],68,Knows of,Evelina Harp,Woman (Octave drowned himself over),0,The Plague of Doves,9,9,17.0
852,18.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],69,Knows,Evelina Harp,Edward Harp,0,The Plague of Doves,9,9,452.0
853,29.0,3.0,10,The Plague of Doves,level 2 (sub-section),5,20,Evelina Harp,[NULL],[NULL],69,Knows,Evelina Harp,Octave Harp,0,The Plague of Doves,9,9,1215.0
854,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],70,Knows,Evelina Harp,Evelina Harp,0,The Million Names,9,9,18.0
855,31.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],70,Knows,Evelina Harp,Corwin Peace,0,The Million Names,9,9,781.0
856,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],72,Exchange,Evelina Harp,Evelina Harp,0,The Million Names,10,10,782.0
857,32.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],72,Exchange,Evelina Harp,Other Children (in school with Evelina),0,The Million Names,10,10,19.0
858,31.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],73,Exchange,Evelina Harp,Corwin Peace,0,The Million Names,10,10,476.0
859,32.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],73,Exchange,Evelina Harp,Other Children (in school with Evelina),0,The Million Names,10,10,1239.0
860,31.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],74,Exchange,Evelina Harp,Corwin Peace,0,The Million Names,10,10,1240.0
861,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],74,Exchange,Evelina Harp,Evelina Harp,0,The Million Names,10,10,477.0
862,16.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],75,Exchange,Evelina Harp,Clemence Harp,0,The Million Names,10,10,1151.0
863,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],75,Exchange,Evelina Harp,Evelina Harp,0,The Million Names,10,10,388.0
864,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],76,Knows,Evelina Harp,Evelina Harp,0,The Million Names,10,10,20.0
865,16.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],76,Knows,Evelina Harp,Clemence Harp,0,The Million Names,10,10,783.0
866,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],77,Knows,Evelina Harp,Evelina Harp,0,The Million Names,10,10,21.0
867,18.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],77,Knows,Evelina Harp,Edward Harp,0,The Million Names,10,10,784.0
868,16.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],78,Knows,Evelina Harp,Clemence Harp,0,The Million Names,10,10,389.0
869,18.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],78,Knows,Evelina Harp,Edward Harp,0,The Million Names,10,10,1152.0
870,17.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],79,Knows,Evelina Harp,Joseph Harp,0,The Million Names,11,11,1181.0
871,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],79,Knows,Evelina Harp,Evelina Harp,0,The Million Names,11,11,418.0
872,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],80,Knows,Evelina Harp,Evelina Harp,0,The Million Names,11,11,785.0
873,16.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],80,Knows,Evelina Harp,Clemence Harp,0,The Million Names,11,11,22.0
874,18.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],81,Knows,Evelina Harp,Edward Harp,0,The Million Names,11,11,453.0
875,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],81,Knows,Evelina Harp,Evelina Harp,0,The Million Names,11,11,1216.0
876,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],82,Exchange,Evelina Harp,Evelina Harp,0,The Million Names,11,11,23.0
877,15.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],82,Exchange,Evelina Harp,Seraph Milk (Mooshum),0,The Million Names,11,11,786.0
878,18.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],83,Knows,Evelina Harp,Edward Harp,0,The Million Names,11,11,1217.0
879,33.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],83,Knows,Evelina Harp,Edward's Students,0,The Million Names,11,11,454.0
880,3.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],84,Knows of,Evelina Harp,Evelina Harp,0,The Million Names,11,11,24.0
881,33.0,3.0,30,The Million Names,level 3 (sub-sub-section),9,11,Evelina Harp,[NULL],[NULL],84,Knows of,Evelina Harp,Edward's Students,0,The Million Names,11,11,787.0
