source,target,Character 1,Character 2,type,weight,startPage,OriginalstartPage,category
14,28,real Barbeau,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.4,674,Knows of
14,48,real Barbeau,Nisg̱a’a,Directed,0.1,67.4,674,Knows
29,27,"""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
29,30,"""Huge-Belly""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.5,675,Exchange
29,28,"""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
31,27,"""Ksemkaigyet"" (""female being"")","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
31,30,"""Ksemkaigyet"" (""female being"")","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.5,675,Exchange
31,28,"""Ksemkaigyet"" (""female being"")","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
31,48,"""Ksemkaigyet"" (""female being"")",Nisg̱a’a,Directed,0.1,67.5,675,Knows
27,29,"""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.5,675,Exchange
27,31,"""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.5,675,Exchange
27,30,"""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.5,675,Exchange
27,28,"""Yaw'l"" (Laxgibuu)","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
27,48,"""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.5,675,Knows
30,29,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Huge-Belly""",Directed,0.1,67.5,675,Exchange
30,31,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.5,675,Exchange
30,27,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
30,28,"brother of ""Yaw'l"" who killed ""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
30,48,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Nisg̱a’a,Directed,0.1,67.5,675,Knows
28,29,"brothers of ""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.5,675,Exchange
28,31,"brothers of ""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.5,675,Exchange
28,27,"brothers of ""Yaw'l"" (Laxgibuu)","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Exchange
28,30,"brothers of ""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.5,675,Exchange
28,48,"brothers of ""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.5,675,Knows
48,31,Nisg̱a’a,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.5,675,Knows
48,27,Nisg̱a’a,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Knows
48,30,Nisg̱a’a,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.5,675,Knows
48,28,Nisg̱a’a,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Knows
48,14,Nisg̱a’a,real Barbeau,Directed,0.1,67.5,675,Knows
14,29,real Barbeau,"""Huge-Belly""",Directed,0.1,67.5,675,Knows of
14,31,real Barbeau,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.5,675,Knows of
14,27,real Barbeau,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Knows of
14,30,real Barbeau,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.5,675,Knows of
14,28,real Barbeau,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.5,675,Knows of
14,48,real Barbeau,Nisg̱a’a,Directed,0.1,67.5,675,Knows
29,27,"""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
29,30,"""Huge-Belly""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.6,676,Exchange
29,28,"""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
31,27,"""Ksemkaigyet"" (""female being"")","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
31,30,"""Ksemkaigyet"" (""female being"")","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.6,676,Exchange
31,28,"""Ksemkaigyet"" (""female being"")","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
31,48,"""Ksemkaigyet"" (""female being"")",Nisg̱a’a,Directed,0.1,67.6,676,Knows
27,29,"""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.6,676,Exchange
27,31,"""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.6,676,Exchange
27,30,"""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.6,676,Exchange
27,28,"""Yaw'l"" (Laxgibuu)","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
27,48,"""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.6,676,Knows
30,29,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Huge-Belly""",Directed,0.1,67.6,676,Exchange
30,31,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.6,676,Exchange
30,27,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
30,28,"brother of ""Yaw'l"" who killed ""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
30,48,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Nisg̱a’a,Directed,0.1,67.6,676,Knows
28,29,"brothers of ""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.6,676,Exchange
28,31,"brothers of ""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.6,676,Exchange
28,27,"brothers of ""Yaw'l"" (Laxgibuu)","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Exchange
28,30,"brothers of ""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.6,676,Exchange
28,48,"brothers of ""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.6,676,Knows
48,31,Nisg̱a’a,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.6,676,Knows
48,27,Nisg̱a’a,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Knows
48,30,Nisg̱a’a,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.6,676,Knows
48,28,Nisg̱a’a,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Knows
48,14,Nisg̱a’a,real Barbeau,Directed,0.1,67.6,676,Knows
14,29,real Barbeau,"""Huge-Belly""",Directed,0.1,67.6,676,Knows of
14,31,real Barbeau,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.6,676,Knows of
14,27,real Barbeau,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Knows of
14,30,real Barbeau,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.6,676,Knows of
14,28,real Barbeau,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.6,676,Knows of
14,48,real Barbeau,Nisg̱a’a,Directed,0.1,67.6,676,Knows
29,27,"""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
29,30,"""Huge-Belly""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.7,677,Exchange
29,28,"""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
31,27,"""Ksemkaigyet"" (""female being"")","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
31,30,"""Ksemkaigyet"" (""female being"")","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.7,677,Exchange
31,28,"""Ksemkaigyet"" (""female being"")","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
31,48,"""Ksemkaigyet"" (""female being"")",Nisg̱a’a,Directed,0.1,67.7,677,Knows
27,29,"""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.7,677,Exchange
27,31,"""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.7,677,Exchange
27,30,"""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.7,677,Exchange
27,28,"""Yaw'l"" (Laxgibuu)","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
27,48,"""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.7,677,Knows
30,29,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Huge-Belly""",Directed,0.1,67.7,677,Exchange
30,31,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.7,677,Exchange
30,27,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
30,28,"brother of ""Yaw'l"" who killed ""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
30,48,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Nisg̱a’a,Directed,0.1,67.7,677,Knows
28,29,"brothers of ""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.7,677,Exchange
28,31,"brothers of ""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.7,677,Exchange
28,27,"brothers of ""Yaw'l"" (Laxgibuu)","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Exchange
28,30,"brothers of ""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.7,677,Exchange
28,48,"brothers of ""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.7,677,Knows
48,31,Nisg̱a’a,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.7,677,Knows
48,27,Nisg̱a’a,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Knows
48,30,Nisg̱a’a,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.7,677,Knows
48,28,Nisg̱a’a,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Knows
48,14,Nisg̱a’a,real Barbeau,Directed,0.1,67.7,677,Knows
14,29,real Barbeau,"""Huge-Belly""",Directed,0.1,67.7,677,Knows of
14,31,real Barbeau,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.7,677,Knows of
14,27,real Barbeau,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Knows of
14,30,real Barbeau,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.7,677,Knows of
14,28,real Barbeau,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.7,677,Knows of
14,48,real Barbeau,Nisg̱a’a,Directed,0.1,67.7,677,Knows
29,27,"""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
29,30,"""Huge-Belly""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.8,678,Exchange
29,28,"""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
31,27,"""Ksemkaigyet"" (""female being"")","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
31,30,"""Ksemkaigyet"" (""female being"")","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.8,678,Exchange
31,28,"""Ksemkaigyet"" (""female being"")","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
31,48,"""Ksemkaigyet"" (""female being"")",Nisg̱a’a,Directed,0.1,67.8,678,Knows
27,29,"""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.8,678,Exchange
27,31,"""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.8,678,Exchange
27,30,"""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.8,678,Exchange
27,28,"""Yaw'l"" (Laxgibuu)","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
27,48,"""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.8,678,Knows
30,29,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Huge-Belly""",Directed,0.1,67.8,678,Exchange
30,31,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.8,678,Exchange
30,27,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
30,28,"brother of ""Yaw'l"" who killed ""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
30,48,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Nisg̱a’a,Directed,0.1,67.8,678,Knows
28,29,"brothers of ""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.8,678,Exchange
28,31,"brothers of ""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.8,678,Exchange
28,27,"brothers of ""Yaw'l"" (Laxgibuu)","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Exchange
28,30,"brothers of ""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.8,678,Exchange
28,48,"brothers of ""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.8,678,Knows
48,31,Nisg̱a’a,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.8,678,Knows
48,27,Nisg̱a’a,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Knows
48,30,Nisg̱a’a,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.8,678,Knows
48,28,Nisg̱a’a,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Knows
48,14,Nisg̱a’a,real Barbeau,Directed,0.1,67.8,678,Knows
14,29,real Barbeau,"""Huge-Belly""",Directed,0.1,67.8,678,Knows of
14,31,real Barbeau,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.8,678,Knows of
14,27,real Barbeau,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Knows of
14,30,real Barbeau,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.8,678,Knows of
14,28,real Barbeau,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.8,678,Knows of
14,48,real Barbeau,Nisg̱a’a,Directed,0.1,67.8,678,Knows
29,27,"""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
29,30,"""Huge-Belly""","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.9,679,Exchange
29,28,"""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
31,27,"""Ksemkaigyet"" (""female being"")","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
31,30,"""Ksemkaigyet"" (""female being"")","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.9,679,Exchange
31,28,"""Ksemkaigyet"" (""female being"")","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
31,48,"""Ksemkaigyet"" (""female being"")",Nisg̱a’a,Directed,0.1,67.9,679,Knows
27,29,"""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.9,679,Exchange
27,31,"""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.9,679,Exchange
27,30,"""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.9,679,Exchange
27,28,"""Yaw'l"" (Laxgibuu)","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
27,48,"""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.9,679,Knows
30,29,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Huge-Belly""",Directed,0.1,67.9,679,Exchange
30,31,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.9,679,Exchange
30,27,"brother of ""Yaw'l"" who killed ""Huge-Belly""","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
30,28,"brother of ""Yaw'l"" who killed ""Huge-Belly""","brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
30,48,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Nisg̱a’a,Directed,0.1,67.9,679,Knows
28,29,"brothers of ""Yaw'l"" (Laxgibuu)","""Huge-Belly""",Directed,0.1,67.9,679,Exchange
28,31,"brothers of ""Yaw'l"" (Laxgibuu)","""Ksemkaigyet"" (""female being"")",Directed,0.1,67.9,679,Exchange
28,27,"brothers of ""Yaw'l"" (Laxgibuu)","""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Exchange
28,30,"brothers of ""Yaw'l"" (Laxgibuu)","brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.9,679,Exchange
28,48,"brothers of ""Yaw'l"" (Laxgibuu)",Nisg̱a’a,Directed,0.1,67.9,679,Knows
48,31,Nisg̱a’a,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.9,679,Knows
48,27,Nisg̱a’a,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Knows
48,30,Nisg̱a’a,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.9,679,Knows
48,28,Nisg̱a’a,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Knows
48,14,Nisg̱a’a,real Barbeau,Directed,0.1,67.9,679,Knows
14,29,real Barbeau,"""Huge-Belly""",Directed,0.1,67.9,679,Knows of
14,31,real Barbeau,"""Ksemkaigyet"" (""female being"")",Directed,0.1,67.9,679,Knows of
14,27,real Barbeau,"""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Knows of
14,30,real Barbeau,"brother of ""Yaw'l"" who killed ""Huge-Belly""",Directed,0.1,67.9,679,Knows of
14,28,real Barbeau,"brothers of ""Yaw'l"" (Laxgibuu)",Directed,0.1,67.9,679,Knows of
14,48,real Barbeau,Nisg̱a’a,Directed,0.1,67.9,679,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71,710,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71,710,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.1,711,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.1,711,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.2,712,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.2,712,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.3,713,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.3,713,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.4,714,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.4,714,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.5,715,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.5,715,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.6,716,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.6,716,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.7,717,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.7,717,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.8,718,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.8,718,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,71.9,719,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,71.9,719,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73,730,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73,730,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.1,731,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.1,731,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.2,732,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.2,732,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.3,733,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.3,733,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.4,734,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.4,734,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.5,735,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.5,735,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.6,736,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.6,736,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.7,737,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.7,737,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.8,738,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.8,738,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,73.9,739,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,73.9,739,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75,750,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75,750,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75,750,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75,750,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.1,751,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.1,751,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.1,751,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.1,751,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.2,752,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.2,752,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.2,752,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.2,752,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.3,753,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.3,753,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.3,753,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.3,753,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.4,754,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.4,754,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.4,754,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.4,754,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.5,755,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.5,755,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.5,755,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.5,755,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.6,756,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.6,756,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.6,756,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.6,756,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.7,757,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.7,757,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.7,757,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.7,757,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.8,758,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.8,758,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.8,758,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.8,758,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,75.9,759,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,75.9,759,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,75.9,759,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,75.9,759,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,77,770,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,77,770,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,77,770,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,77,770,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,77.1,771,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,77.1,771,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,77.1,771,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,77.1,771,Knows
20,1,"Laxgibuu (""Wolf clan"")",speaker Abel,Directed,0.1,77.2,772,Knows
48,1,Nisg̱a’a,speaker Abel,Directed,0.1,77.2,772,Knows
1,20,speaker Abel,"Laxgibuu (""Wolf clan"")",Directed,0.1,77.2,772,Knows
1,48,speaker Abel,Nisg̱a’a,Directed,0.1,77.2,772,Knows
